trx_id,user_id,date,product,quantity,unit_price,total_price
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,oranges,1,3100,3100
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,regular_eggs_10pcs,5,18400,92000
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,vegetable_oil_5L,7,77000,539000
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,cherries,4,7000,28000
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,whole_chicken_1kg,7,54400,380800
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,peas_1kg,3,28200,84600
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,frozen_pizza,11,50600,556600
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,spinach,4,3400,13600
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,chicken_thigh_500g,8,31600,252800
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,fruit_granola_bars_100g,1,24200,24200
20230101-00000002,20230101-00000046,2023-01-01 19:03:26.327582973,laundry_detergent,1,44900,44900
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,ranch_dressing_250mL,12,19900,238800
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,bananas,6,3500,21000
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,white_rice_5kg,8,66100,528800
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,frozen_dumplings,2,41400,82800
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,chicken_breast_500g,10,34900,349000
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,tortilla_chips_150g,1,19000,19000
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,plums,4,2700,10800
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,barbecue_marinade_250mL,18,24800,446400
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,blueberry_muffin,4,7700,30800
20230109-00000003,20230107-00000067,2023-01-09 12:38:28.034105864,whole_chicken_1kg,13,56900,739700
20230111-00000004,20230109-00000073,2023-01-11 15:05:51.379672798,tuna_steak_500g,1,54200,54200
20230111-00000004,20230109-00000073,2023-01-11 15:05:51.379672798,ketchup,1,11800,11800
20230111-00000004,20230109-00000073,2023-01-11 15:05:51.379672798,regular_eggs_10pcs,2,18600,37200
20230111-00000004,20230109-00000073,2023-01-11 15:05:51.379672798,potatoes,4,2200,8800
20230112-00000005,20230101-00000014,2023-01-12 17:38:21.388177750,brown_rice_1kg,1,22300,22300
20230112-00000005,20230101-00000014,2023-01-12 17:38:21.388177750,peas_1kg,3,30300,90900
20230112-00000005,20230101-00000014,2023-01-12 17:38:21.388177750,whole_chicken_1kg,1,57100,57100
20230113-00000006,20230111-00000085,2023-01-13 18:51:16.353564287,soy_milk_1L,1,18900,18900
20230113-00000006,20230111-00000085,2023-01-13 18:51:16.353564287,dried_mangoes_100g,2,32500,65000
20230113-00000007,20230108-00000069,2023-01-13 19:37:46.378522161,potatoes,1,2600,2600
20230113-00000007,20230108-00000069,2023-01-13 19:37:46.378522161,corn_1kg,5,29800,149000
20230113-00000007,20230108-00000069,2023-01-13 19:37:46.378522161,watermelon,1,54600,54600
20230113-00000007,20230108-00000069,2023-01-13 19:37:46.378522161,plums,1,3500,3500
20230114-00000008,20230101-00000007,2023-01-14 18:18:22.487106654,carrots,4,2300,9200
20230114-00000008,20230101-00000007,2023-01-14 18:18:22.487106654,shrimp_fresh_500g,1,100700,100700
20230114-00000008,20230101-00000007,2023-01-14 18:18:22.487106654,orange_soda_500mL,3,20600,61800
20230114-00000008,20230101-00000007,2023-01-14 18:18:22.487106654,toothpaste,1,13100,13100
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,whole_chicken_1kg,3,54600,163800
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,honeydew,3,47100,141300
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,barbecue_marinade_250mL,1,24600,24600
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,premium_white_rice_5kg,6,92200,553200
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,chicken_breast_500g,6,37100,222600
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,all_purpose_cleaner,1,25100,25100
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,moisturizer,1,29800,29800
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,beef_roast_1kg,3,149800,449400
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,mineral_water_C_600mL,4,6500,26000
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,regular_eggs_10pcs,3,20700,62100
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,unsalted_butter_200g,2,22100,44200
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,paper_towels,6,12100,72600
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,lamb_chop_300g,1,78700,78700
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,cantaloupe,4,36600,146400
20230114-00000009,20230101-00000030,2023-01-14 20:20:12.421602374,limes,5,1800,9000
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,frozen_pizza,1,52500,52500
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,beef_roast_1kg,2,159800,319600
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,whole_chicken_1kg,6,59000,354000
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,whole_milk_1L,4,24200,96800
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,salmon_fillet_500g,2,88900,177800
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,almonds_200g,3,60600,181800
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,brown_rice_1kg,5,27600,138000
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,lamb_chop_300g,3,67900,203700
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,raspberries,9,19600,176400
20230115-00000010,20230101-00000036,2023-01-15 11:10:00.066196990,plums,6,3100,18600
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,lamb_leg_1kg,2,162900,325800
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,white_rice_5kg,4,67500,270000
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,laundry_detergent,1,35100,35100
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,cola_500mL,3,20700,62100
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,corn_1kg,4,31300,125200
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,strawberries,1,11000,11000
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,honeydew,4,44600,178400
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,lettuce,1,3000,3000
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,beets,4,2600,10400
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,kale,4,4900,19600
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,teriyaki_marinade_250mL,2,21900,43800
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,frozen_noodles,3,34200,102600
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,greek_yogurt_150g,3,20300,60900
20230115-00000011,20230101-00000013,2023-01-15 19:57:15.482691390,cheddar_cheese_200g,8,38800,310400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,corn_1kg,5,32800,164000
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,olive_oil_500mL,4,54100,216400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,brown_rice_1kg,12,25800,309600
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,cheddar_cheese_200g,9,38900,350100
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,carrots,6,1900,11400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,carrots,3,2400,7200
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,ground_beef_500g,15,56400,846000
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,italian_dressing_250mL,12,15700,188400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,plums,8,3200,25600
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,lamb_chop_300g,7,94200,659400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,salted_butter_200g,7,18200,127400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,greek_yogurt_150g,6,20600,123600
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,cinnamon,11,8300,91300
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,whole_chicken_1kg,11,54200,596200
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,muffin,4,8600,34400
20230116-00000012,20230101-00000042,2023-01-16 12:13:40.778968766,honey_granola_bars_100g,2,23700,47400
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,lamb_chop_300g,2,80300,160600
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,cheddar_cheese_200g,3,36000,108000
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,mayonnaise,3,15700,47100
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,ground_beef_500g,2,53900,107800
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,frozen_noodles,6,38400,230400
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,mixed_vegetables_1kg,5,31200,156000
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,carrots,2,2300,4600
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,lettuce,2,2800,5600
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,salmon_fillet_500g,2,78900,157800
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,premium_white_rice_5kg,4,100800,403200
20230121-00000013,20230101-00000036,2023-01-21 08:29:44.913325878,lettuce,5,3200,16000
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,bananas,3,4000,12000
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,mixed_fruit_juice_750mL,2,42000,84000
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,whole_wheat_bread,4,20500,82000
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,lamb_chop_300g,1,84000,84000
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,white_rice_5kg,7,67400,471800
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,flavored_yogurt_150g,3,18200,54600
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,corn_1kg,3,28600,85800
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,fruit_granola_bars_100g,1,24500,24500
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,potatoes,7,1900,13300
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,whole_chicken_1kg,7,58500,409500
20230121-00000014,20230101-00000044,2023-01-21 12:56:38.132621571,kale,4,4800,19200
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,premium_white_rice_5kg,4,106400,425600
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,danish,1,13100,13100
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,shrimp_frozen_500g,1,73600,73600
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,cantaloupe,2,38300,76600
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,ketchup,1,10500,10500
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,mixed_vegetables_1kg,3,35400,106200
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,lettuce,3,3100,9300
20230121-00000015,20230119-00000107,2023-01-21 13:26:31.123940333,carrots,4,2200,8800
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,whole_chicken_1kg,6,54900,329400
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,cantaloupe,3,39700,119100
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,paper_towels,2,11400,22800
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,white_rice_5kg,7,72600,508200
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,frozen_pizza,2,52400,104800
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,margarine_200g,7,8700,60900
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,beets,5,3300,16500
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,chicken_thigh_500g,9,36900,332100
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,almond_milk_1L,1,35900,35900
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,strawberries,1,11900,11900
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,lamb_leg_1kg,1,184100,184100
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,raspberries,2,17600,35200
20230121-00000016,20230108-00000070,2023-01-21 21:38:39.648179642,salmon_fillet_500g,3,88500,265500
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,spinach,1,4300,4300
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,mayonnaise,3,15600,46800
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,almonds_200g,1,58200,58200
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,vegetable_oil_1L,3,20500,61500
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,all_purpose_cleaner,2,25400,50800
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,ranch_dressing_250mL,3,20800,62400
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,frozen_dumplings,6,48000,288000
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,chicken_wings_500g,4,32200,128800
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,danish,1,11600,11600
20230125-00000017,20230121-00000115,2023-01-25 13:06:58.082244552,potatoes,4,2100,8400
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,corn_1kg,3,33200,99600
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,strawberries,2,10900,21800
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,oat_milk_1L,2,29100,58200
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,spinach,4,4200,16800
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,chicken_wings_500g,5,32600,163000
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,flavored_yogurt_150g,3,16300,48900
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,muffin,1,10000,10000
20230126-00000018,20230122-00000120,2023-01-26 08:12:36.691818413,banana_nut_muffin,7,8300,58100
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,mixed_nuts_200g,2,43400,86800
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,tortilla_chips_150g,5,20400,102000
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,shrimp_fresh_500g,9,93100,837900
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,black_pepper,13,6400,83200
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,multigrain_bread,4,22900,91600
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,coconut_oil_500mL,15,29300,439500
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,brown_rice_1kg,7,27400,191800
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,beets,7,3200,22400
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,honeydew,5,42400,212000
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,chicken_wings_500g,9,32700,294300
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,beef_roast_1kg,11,155300,1708300
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,teriyaki_marinade_250mL,8,24600,196800
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,vinaigrette_250mL,8,16800,134400
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,muffin,4,9400,37600
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,lamb_chop_300g,6,83900,503400
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,flavored_yogurt_150g,8,15400,123200
20230128-00000019,20230101-00000040,2023-01-28 07:55:30.085724367,tuna_steak_500g,10,65100,651000
20230131-00000020,20230128-00000146,2023-01-31 10:51:05.989012613,premium_white_rice_5kg,1,105900,105900
20230131-00000020,20230128-00000146,2023-01-31 10:51:05.989012613,facial_cleanser,1,20800,20800
20230131-00000020,20230128-00000146,2023-01-31 10:51:05.989012613,tuna_steak_500g,1,63100,63100
20230131-00000020,20230128-00000146,2023-01-31 10:51:05.989012613,chocolate_granola_bars_100g,1,24200,24200
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,lamb_leg_1kg,11,187600,2063600
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,dried_apricots_100g,1,26300,26300
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,corn_1kg,5,29000,145000
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,tuna_fillet_500g,9,54700,492300
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,paprika,8,9000,72000
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,whole_chicken_1kg,11,60100,661100
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,ketchup,8,13100,104800
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,frozen_pizza,7,51800,362600
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,chicken_wings_500g,13,27400,356200
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,beef_steak_300g,10,61100,611000
20230131-00000021,20230127-00000132,2023-01-31 16:55:34.779917560,kale,5,4600,23000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,paprika,9,8700,78300
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,lamb_leg_1kg,5,195400,977000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,dish_soap,6,18000,108000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,corn_1kg,5,31800,159000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,premium_white_rice_5kg,8,94600,756800
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,flavored_yogurt_150g,1,17000,17000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,toilet_paper,1,15600,15600
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,whole_milk_1L,5,20300,101500
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,black_tea_100g,1,12800,12800
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,orange_juice_750mL,2,38800,77600
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,whole_chicken_1kg,10,55600,556000
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,italian_dressing_250mL,17,17400,295800
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,chicken_breast_500g,11,38800,426800
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,dried_cranberries_100g,1,26300,26300
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,organic_eggs_10pcs,7,27400,191800
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,shrimp_fresh_500g,7,88300,618100
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,muffin,4,9300,37200
20230201-00000022,20230115-00000099,2023-02-01 02:25:38.509556214,potatoes,6,2000,12000
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,mixed_fruit_juice_750mL,1,40400,40400
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,oat_milk_1L,3,28500,85500
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,spinach,1,3700,3700
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,cantaloupe,1,43500,43500
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,ranch_dressing_250mL,2,18300,36600
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,frozen_noodles,2,37200,74400
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,ground_beef_500g,3,52300,156900
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,mozzarella_cheese_200g,2,40600,81200
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,whole_chicken_1kg,11,54800,602800
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,peaches,1,3600,3600
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,chicken_wings_500g,4,28600,114400
20230201-00000023,20230129-00000151,2023-02-01 13:26:09.657286503,vanilla_cake,3,40600,121800
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,black_pepper,12,7600,91200
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,ground_beef_500g,4,54900,219600
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,corn_1kg,5,26600,133000
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,frozen_pizza,4,51600,206400
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,kale,4,4900,19600
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,vinaigrette_250mL,14,19000,266000
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,conditioner,1,21100,21100
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,whole_chicken_1kg,8,55600,444800
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,oatmeal_raisin_cookies,4,9600,38400
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,frozen_dumplings,2,40100,80200
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,brown_rice_1kg,8,24200,193600
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,lamb_chop_300g,12,73900,886800
20230202-00000024,20230107-00000067,2023-02-02 08:47:29.239532372,white_bread,4,15400,61600
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,salmon_fillet_500g,7,92900,650300
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,chicken_wings_500g,11,29400,323400
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,peas_1kg,1,29800,29800
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,greek_yogurt_150g,8,20200,161600
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,cherries,4,6600,26400
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,lettuce,4,2800,11200
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,regular_eggs_10pcs,10,18600,186000
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,ground_beef_500g,5,57700,288500
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,mustard,10,8300,83000
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,beets,8,3400,27200
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,kale,4,4700,18800
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,black_pepper,8,7300,58400
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,cantaloupe,4,38100,152400
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,brown_rice_1kg,9,25100,225900
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,lamb_leg_1kg,9,178300,1604700
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,frozen_dumplings,8,36000,288000
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,vinaigrette_250mL,10,17200,172000
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,tuna_steak_500g,8,58000,464000
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,frozen_dumplings,4,41200,164800
20230203-00000025,20230109-00000072,2023-02-03 08:19:23.670846038,cheddar_cheese_200g,6,38400,230400
20230203-00000026,20230130-00000154,2023-02-03 20:58:17.661376861,conditioner,1,22700,22700
20230203-00000026,20230130-00000154,2023-02-03 20:58:17.661376861,potatoes,2,2300,4600
20230203-00000026,20230130-00000154,2023-02-03 20:58:17.661376861,brown_rice_1kg,4,25600,102400
20230203-00000026,20230130-00000154,2023-02-03 20:58:17.661376861,cantaloupe,5,44200,221000
20230203-00000026,20230130-00000154,2023-02-03 20:58:17.661376861,regular_eggs_10pcs,2,19500,39000
20230205-00000027,20230204-00000169,2023-02-05 13:25:52.304216454,corn_1kg,3,27900,83700
20230205-00000027,20230204-00000169,2023-02-05 13:25:52.304216454,unsalted_butter_200g,2,22000,44000
20230205-00000027,20230204-00000169,2023-02-05 13:25:52.304216454,mineral_water_A_600mL,1,3000,3000
20230205-00000027,20230204-00000169,2023-02-05 13:25:52.304216454,whole_milk_1L,1,19500,19500
